LINK,ID da resposta,Data de envio,Última página,Idioma inicial,Semente,Código de Acesso,Data de início,Data da última ação,GENERO,IDADE,RENDA,ESCOLARIDADE,COMP/CEL,TEM INSTA?,Com qual frequência acessa o aplicativo? [Eventualmente],Com qual frequência acessa o aplicativo? [Até 1 vez por semana],Com qual frequência acessa o aplicativo? [Mais de uma vez por semana],Com qual frequência acessa o aplicativo? [Pelo menos uma vez por dia],Com qual frequência acessa o aplicativo? [Mais de uma vez por dia],"Você segue algum perfil de espaço cultural (Ex.: Teatro, Cinema, Casa de Show, Museu, Galeria de Arte, etc...) no Instagram?","Se você segue algum perfil de espaço cultural no Instagram, por favor, se puder, insira aqui o nome do perfil que considera acompanhar com maior frequência.",CON1,CON2,CON3,CON4,CON5,CON6,CON7,INT1,INT2,INT3,INT4,INF1,INF2,INF3,INF4,INF5,INF6,INF7,INC1,INC2,INC3,INC4,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,ENG7,ENG8,ENG9,ENG10,ENT1,ENT2,ENT3,ENT4,COM1,COM2,COM3,CONF1,CONF2,CONF3,CONF4,ENV1,ENV2,ENV3,ENV4,ENV5,ENV6,ENV7,ENV8,ENV9,ENV10,0
INT,568,2021-06-20 15:00:50,7,pt-BR,1767601499,uB3EaV9IXANbGvm,2021-06-20 14:55:17,2021-06-20 15:00:49,Feminino,30,Acima de 3 e até 5 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Coletivo das Artes Motirô,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,1,7,1,5,7,5,1,6,7,5,0
EXT,167,2021-05-21 22:10:05,7,pt-BR,1839169195,2021-05-21 21:59:31,2021-05-21 22:10:05,,Feminino,35,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Teatro mágico,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,3,3,4,1,4,4,4,3,3,3,4
INT,489,2021-06-20 11:19:30,7,pt-BR,258990084,BgKQgz43AnBGl68,2021-06-20 11:13:00,2021-06-20 11:19:30,Feminino,29,Até 1 salário mínimo,Ensino Superior,Celular,Sim,Sim,Não,Não,Não,Não,Sim,Cineritz,1,1,1,1,1,1,1,1,1,7,1,1,1,1,7,7,1,1,1,1,1,1,1,1,7,4,1,1,1,1,7,1,7,1,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,4
INT,536,2021-06-20 13:19:52,7,pt-BR,1424695604,wDN4DUIbrCgBWaG,2021-06-20 13:05:17,2021-06-20 13:19:52,Feminino,28,Até 1 salário mínimo,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,1,1,1,1,3,4,7,1,1,7,7,1,2,1,2,3,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,3,1,3,1,1,1,1,3,1,5,7,1,6,4,5,3,5,5,7,1,7,4
INT,486,2021-06-20 11:07:55,7,pt-BR,667378996,8vgAKmEjIZKMDvf,2021-06-20 11:03:18,2021-06-20 11:07:55,Masculino,36,Acima de 3 e até 5 salários mínimos,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,1,1,1,1,1,4,5,4,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,4,7,5,6,7,7,2
EXT,108,2021-05-18 22:39:21,7,pt-BR,744286869,2021-05-18 22:33:15,2021-05-18 22:39:21,,Feminino,39,Acima de 10 e até 15 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Mathias Brotas,1,1,1,1,1,7,1,1,1,1,1,6,1,5,4,5,5,5,6,7,7,4,4,5,3,3,6,5,5,6,4,6,5,3,4,5,5,6,6,1,6,1,1,5,4,5,5,3,5,6,5,5,5,2
INT,769,2021-06-21 08:02:46,7,pt-BR,125055136,7ZbMa2YTGau9IcO,2021-06-21 07:56:15,2021-06-21 08:02:46,Feminino,34,Até 1 salário mínimo,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,São muitos.,1,1,2,1,1,2,2,1,1,1,1,6,5,6,3,7,4,4,1,1,1,2,4,2,5,1,1,3,3,2,4,2,3,2,3,3,2,5,2,4,2,5,5,4,3,5,3,4,4,4,5,4,5,4
INT,184,2021-06-18 16:18:30,7,pt-BR,1766429485,o0a8BwHgB6qWLVj,2021-06-18 16:14:21,2021-06-18 16:18:30,Feminino,42,Acima de 15 e até 20 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,"MAR (Museu de Arte do Rio), Estação Net, Cinema Itaú, CCBB RJ, MAM RJ",1,1,2,1,1,2,2,2,2,1,2,7,7,5,5,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,2,1,1,1,1,1,1,1,1,7,1,6,1,1,1,1,5,1,6,4
INT,59,2021-04-14 09:49:18,7,pt-BR,1628460204,nT6Gq9uchqEzgWa,2021-04-14 09:42:57,2021-04-14 09:49:18,Masculino,45,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,"Itaú Cultural, MASP",1,1,4,1,4,1,1,1,4,1,1,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,1,1,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2
INT,57,2021-04-14 09:40:29,7,pt-BR,136910635,3Za6oKQa09zKFnk,2021-04-14 09:26:04,2021-04-14 09:40:29,Feminino,56,Acima de 1 e até 3 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,Clube do samba,1,1,7,1,1,7,7,7,4,7,1,1,3,1,1,2,2,1,1,1,1,1,4,1,4,3,3,7,1,1,1,5,4,1,7,5,1,7,1,7,1,7,7,4,5,5,1,4,1,4,3,4,4,4
INT,365,2021-06-19 20:32:54,7,pt-BR,532264507,fYemEmrMvl9Kwej,2021-06-19 19:59:06,2021-06-19 20:32:54,Masculino,28,Acima de 1 e até 3 salários mínimos,Ensino Superior,Celular,Sim,Sim,Não,Não,Não,Não,Sim,Paramount,1,2,1,1,1,1,3,5,2,1,3,7,5,5,5,5,3,4,1,1,1,7,1,3,1,5,5,5,2,6,4,1,5,5,5,5,1,1,1,7,1,7,7,4,7,5,7,2,4,4,3,6,2,4
INT,1048,2021-07-05 12:55:29,7,pt-BR,1385057071,E6wf0MZ7NJ6OBW4,2021-07-05 12:47:20,2021-07-05 12:55:29,Feminino,22,Até 1 salário mínimo,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,1,2,1,1,2,1,2,1,1,7,7,5,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,4,1,5,1,4,6,1,1,1,4,1,4,3,5,5,4,2,3,2,5,4,4,4,4
INT,221,2021-06-18 20:49:01,7,pt-BR,267098269,QtGuXzUw3TJ0fpE,2021-06-18 20:38:32,2021-06-18 20:49:01,Masculino,26,Até 1 salário mínimo,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,@ghmassena,1,2,1,1,2,2,1,1,1,5,1,4,3,5,1,3,6,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,3,4,3,1,1,1,7,2,7,7,7,6,7,4,2,4,7,6,6,7,4
INT,551,2021-06-20 13:55:17,7,pt-BR,1536056735,vlGWxpGweHIe5xE,2021-06-20 13:49:10,2021-06-20 13:55:17,Feminino,35,Acima de 1 e até 3 salários mínimos,Ensino Médio,Celular,Sim,Não,Sim,Não,Não,Não,Sim,,1,2,3,1,2,1,4,4,4,4,6,3,5,4,3,5,3,4,2,1,1,2,2,5,3,4,5,5,3,4,3,4,4,5,5,7,3,2,1,3,2,4,4,5,7,6,4,5,6,2,5,6,2,2
EXT,142,2021-05-21 07:29:51,7,pt-BR,1690334086,2021-05-21 07:21:14,2021-05-21 07:29:51,,Feminino,38,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Sim,Não,Não,Sim,gaeu.ufes,1,2,7,1,3,4,4,1,1,1,1,7,4,1,1,7,4,6,1,1,1,1,1,1,7,5,4,7,1,1,1,1,4,4,2,5,1,7,1,7,1,7,7,6,6,7,4,4,4,5,6,4,6,3
INT,269,2021-06-19 10:13:23,7,pt-BR,609541137,5DfwESXeUNsiIKc,2021-06-19 09:58:09,2021-06-19 10:13:23,Masculino,24,Até 1 salário mínimo,Ensino Superior,Celular,Sim,Sim,Não,Não,Não,Não,Sim,Centro Cultural do Banco do Nordeste - CCBNB,1,3,1,1,3,2,2,1,2,2,2,7,4,2,3,3,3,3,1,1,1,1,3,2,3,1,2,2,1,5,4,5,3,1,3,2,1,1,1,7,2,7,7,5,4,3,1,3,3,3,4,2,5,4
INT,750,2021-06-21 05:20:48,7,pt-BR,750289885,D1mqCVQMKbPsiY9,2021-06-21 05:05:27,2021-06-21 05:20:48,Masculino,43,Acima de 1 e até 3 salários mínimos,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,3,1,2,1,1,1,1,1,1,1,1,5,2,4,7,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,3,1,7,4,2,7,2,4,1,4,2,2,1,1,4
INT,733,2021-06-20 23:22:40,7,pt-BR,1577460373,d8pcGemmgTRL7zz,2021-06-20 23:13:49,2021-06-20 23:22:40,Feminino,17,Até 1 salário mínimo,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,maesmuseu,1,3,1,3,4,3,3,1,1,1,1,5,5,5,1,6,6,2,1,1,1,1,1,1,5,1,1,2,4,1,1,1,4,3,5,3,1,1,2,2,1,6,6,7,5,7,7,5,6,6,7,6,7,4
INT,668,2021-06-20 19:49:13,7,pt-BR,545250762,Gxm1g1ej3pXpJ9w,2021-06-20 19:39:15,2021-06-20 19:49:13,Feminino,51,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,,1,3,3,1,1,4,4,1,3,7,1,5,4,2,3,4,3,1,1,1,1,1,2,2,2,4,4,3,2,1,2,2,4,4,3,4,2,2,2,4,2,4,5,5,1,1,4,4,5,1,5,5,5,4
EXT,16,2021-05-13 21:05:31,7,pt-BR,795851187,2021-05-13 20:46:15,2021-05-13 21:05:31,,Masculino,42,Acima de 15 e até 20 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,3,3,3,1,1,3,2,1,4,3,4,4,4,2,4,4,4,1,4,4,2,1,1,2,2,2,4,4,1,6,4,4,4,4,5,1,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4
INT,413,2021-06-20 00:43:42,7,pt-BR,1707322536,3ZWlMBJg0FFr8IK,2021-06-20 00:36:13,2021-06-20 00:43:42,Feminino,37,Acima de 3 e até 5 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Belas Artes,1,3,4,1,1,1,1,4,4,3,4,7,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,2,2,1,1,1,3,5,2,7,7,4,5,5,6,5,4,4,5,5,5,4
INT,404,2021-06-19 23:26:26,7,pt-BR,2097482958,lsSfuuVZD4CquCa,2021-06-19 23:20:32,2021-06-19 23:26:26,Feminino,18,Até 1 salário mínimo,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,3,4,1,1,2,4,3,5,1,1,7,7,7,7,7,7,7,4,4,1,1,4,4,7,7,1,4,4,4,7,7,4,4,7,4,1,4,1,7,1,7,7,6,5,6,3,4,4,6,5,5,6,3
INT,103,2021-04-21 21:37:16,7,pt-BR,1178548959,xGCyDNduM0gyXLV,2021-04-21 21:27:01,2021-04-21 21:37:16,Masculino,60,Acima de 5 e até 10 salários mínimos,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Ufes,1,4,1,4,3,1,1,3,2,3,2,7,3,7,4,7,7,3,6,1,1,2,3,6,4,7,5,7,7,3,6,6,4,7,7,7,7,7,5,7,7,7,7,7,7,7,7,6,7,6,7,7,7,1
INT,566,2021-06-20 14:51:38,7,pt-BR,1369988306,7sMOeUCKLCQK1Ry,2021-06-20 14:46:47,2021-06-20 14:51:38,Feminino,22,Até 1 salário mínimo,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,4,2,1,1,1,3,1,5,3,1,5,6,1,5,6,1,3,4,6,4,3,1,1,1,1,2,1,4,1,1,4,5,5,6,6,7,2,1,6,1,7,6,6,6,1,1,4,6,6,6,7,6,4
INT,283,2021-06-19 11:40:40,7,pt-BR,187363594,8NrKRzspB0wTHSX,2021-06-19 11:32:17,2021-06-19 11:40:40,Feminino,27,Acima de 1 e até 3 salários mínimos,Ensino Superior,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,Muses UFES,1,4,4,1,1,1,1,1,2,4,5,7,4,6,4,4,3,5,1,1,1,1,1,1,3,3,1,1,7,1,3,3,3,2,5,4,1,4,2,7,1,7,7,6,5,5,1,4,4,6,5,4,6,4
INT,652,2021-06-20 19:06:38,7,pt-BR,1248877829,n2f9Eqo9hQ2GEIO,2021-06-20 18:56:23,2021-06-20 19:06:38,Masculino,32,Acima de 1 e até 3 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,espacocultural512,1,4,4,1,1,1,5,4,4,4,1,6,7,3,2,7,3,7,1,1,1,1,1,1,2,1,1,4,1,4,1,2,1,4,5,1,1,4,1,7,1,7,6,6,6,6,5,4,6,4,5,4,6,4
EXT,20,2021-05-13 21:31:38,7,pt-BR,990486284,2021-05-13 21:15:15,2021-05-13 21:31:38,,Feminino,35,Acima de 3 e até 5 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,tcg.es Teatro Carlos Gomes,1,4,4,1,5,4,4,1,7,7,5,7,6,7,3,7,3,7,1,2,1,1,4,4,4,6,4,6,6,4,6,6,4,3,2,1,7,7,2,7,5,7,7,7,7,7,5,7,4,4,7,4,6,1
INT,932,2021-06-21 21:00:58,7,pt-BR,1011894238,zX0agqHDWaMa4ph,2021-06-21 20:55:33,2021-06-21 21:00:58,Feminino,41,Acima de 1 e até 3 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Sim,Não,Sim,Sim,,1,4,4,4,4,3,4,4,4,1,4,3,1,3,3,4,4,1,1,2,2,4,3,2,3,3,4,3,3,3,3,2,3,3,1,1,2,1,3,3,4,2,3,3,3,3,2,3,2,3,3,2,2,2
INT,569,2021-06-20 15:04:56,7,pt-BR,571674567,Q01Y6hj4uMiRQMx,2021-06-20 14:55:19,2021-06-20 15:04:56,Feminino,21,Acima de 1 e até 3 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,4,5,1,2,2,3,4,4,6,6,5,2,3,7,6,2,5,2,5,3,2,1,3,4,5,2,4,4,2,2,5,4,4,5,2,2,2,2,5,2,5,6,6,5,6,3,4,5,4,5,5,6,2
EXT,150,2021-05-21 13:24:30,7,pt-BR,160149097,2021-05-21 13:12:16,2021-05-21 13:24:30,,Feminino,35,Acima de 3 e até 5 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,,1,4,5,2,1,2,5,1,2,1,1,7,3,4,5,1,4,2,6,1,6,2,1,1,1,4,5,2,2,1,2,3,7,4,7,7,3,2,3,7,1,7,7,7,7,6,5,5,6,5,5,6,5,4
INT,329,2021-06-19 16:57:23,7,pt-BR,1910867521,Na3oTduEHXqfAD5,2021-06-19 16:47:27,2021-06-19 16:57:23,Feminino,21,Acima de 3 e até 5 salários mínimos,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,Kinoplex,1,4,6,1,4,1,7,4,1,1,7,7,7,4,7,4,1,7,7,7,7,7,1,4,1,7,4,7,4,1,1,7,7,4,7,7,1,1,1,6,1,7,7,5,5,5,4,4,7,4,6,7,6,2
INT,67,2021-04-14 16:11:05,7,pt-BR,1571136343,0QUzVbwazpYIFfl,2021-04-14 14:02:20,2021-04-14 16:11:05,Feminino,35,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,Museu de Ciências da Vida - @mcv.ufes,1,5,1,1,1,1,1,1,1,1,1,7,5,5,1,6,5,6,1,1,1,1,1,1,4,1,4,4,6,5,4,4,3,2,3,2,2,6,5,7,4,7,2,1,1,7,1,4,7,1,1,7,6,4
INT,542,2021-06-20 13:22:44,7,pt-BR,355738764,mki9KjcO4BUwV0o,2021-06-20 13:17:14,2021-06-20 13:22:44,Masculino,26,Acima de 1 e até 3 salários mínimos,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,masp,1,5,2,1,6,4,5,5,2,2,2,7,7,6,5,7,7,5,1,4,1,1,2,2,5,4,4,2,1,2,2,2,4,6,5,5,1,5,1,7,1,7,7,7,7,6,2,7,4,7,7,5,6,3
INT,588,2021-06-20 15:54:28,7,pt-BR,1800315584,SjWDK0q6gSXqZWv,2021-06-20 15:40:34,2021-06-20 15:54:28,Masculino,22,Acima de 1 e até 3 salários mínimos,Ensino Superior,Computador/Notebook,Sim,Não,Não,Sim,Não,Não,Sim,naldojuniorartwork,1,5,2,2,5,6,5,4,3,3,4,7,2,5,3,4,2,3,1,2,2,2,5,2,5,6,6,6,4,2,5,5,5,4,6,6,3,6,4,5,4,6,7,5,6,5,5,4,5,5,5,5,4,2
EXT,8,2021-05-13 18:49:38,7,pt-BR,1049810869,2021-05-13 18:37:50,2021-05-13 18:49:38,,Feminino,36,Acima de 5 e até 10 salários mínimos,Pós-Graduação,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Cine Hitz,1,5,3,1,5,3,5,3,2,3,5,7,5,2,5,7,5,5,5,7,5,1,1,1,2,1,5,2,3,3,5,3,1,1,2,5,1,2,2,7,2,7,7,7,6,7,3,5,5,5,6,4,7,4
EXT,23,2021-05-13 21:29:33,7,pt-BR,819440252,2021-05-13 21:23:25,2021-05-13 21:29:33,,Feminino,34,Acima de 20 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Pinacoteca,1,5,4,7,2,5,5,1,3,7,1,6,5,2,6,1,4,3,1,4,1,3,2,1,3,1,1,1,1,1,3,3,3,4,4,3,1,1,4,7,1,7,7,4,4,5,5,4,5,4,4,5,5,4
INT,1056,2021-07-13 11:22:29,7,pt-BR,533817486,Y4IrEGVdvs58ulU,2021-07-13 11:15:17,2021-07-13 11:22:29,Feminino,38,Acima de 15 e até 20 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,Museu do Amanhã,1,5,5,1,3,1,4,7,3,3,4,6,4,6,2,5,4,1,2,2,2,1,1,1,4,6,5,4,6,1,1,1,4,4,4,2,1,6,4,6,4,6,6,7,4,7,2,4,6,7,7,5,7,3
INT,86,2021-04-15 10:59:46,7,pt-BR,289382406,1h7TffQaRE4IiYg,2021-04-15 10:52:43,2021-04-15 10:59:46,Feminino,55,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Sim,Não,Não,Sim,Museu de Arte Sacra de SP,1,5,6,1,1,4,5,3,2,4,1,7,7,7,3,7,6,6,3,1,1,2,1,2,6,7,3,5,4,1,6,4,2,3,3,4,1,7,6,7,3,7,7,7,7,7,4,7,4,5,7,6,7,3
EXT,95,2021-05-18 19:10:58,7,pt-BR,1008788191,2021-05-18 18:33:06,2021-05-18 19:10:58,,Feminino,37,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,"GAEU, SESC GLORIA",1,6,1,1,1,1,1,1,1,1,1,7,6,6,1,7,5,7,4,1,5,1,4,4,3,4,4,4,4,1,2,1,4,1,4,4,4,7,4,6,4,6,6,6,5,5,1,4,4,4,4,4,6,4
EXT,145,2021-05-21 13:12:43,7,pt-BR,1897846490,2021-05-21 13:01:20,2021-05-21 13:12:43,,Feminino,32,Acima de 1 e até 3 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Sescgloria,1,6,1,1,1,3,4,5,1,1,1,7,3,1,1,7,1,7,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,5,1,7,1,7,7,5,7,5,2,5,5,6,4,5,7,4
INT,816,2021-06-21 10:27:22,7,pt-BR,747609881,mw6y7E5iOPGZQL5,2021-06-21 10:16:25,2021-06-21 10:27:22,Feminino,19,Até 1 salário mínimo,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,globalizei,1,6,1,4,5,1,4,4,1,1,1,7,5,4,7,5,7,4,1,4,1,1,5,2,1,7,5,7,5,1,2,5,5,2,5,4,2,1,4,7,5,7,7,7,7,7,4,7,7,7,7,7,7,3
INT,868,2021-06-21 13:26:44,7,pt-BR,146850058,rQAgQmlUeiR0ISm,2021-06-21 13:19:34,2021-06-21 13:26:44,Masculino,21,Acima de 5 e até 10 salários mínimos,Ensino Médio,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Cirquedusolei,1,6,3,1,1,1,5,2,1,4,2,7,7,7,3,7,5,3,1,1,1,1,1,1,2,2,4,3,7,1,2,3,3,7,7,2,4,7,2,7,7,7,7,5,7,7,7,5,7,7,7,7,7,3
EXT,135,2021-05-20 20:39:40,7,pt-BR,827522339,2021-05-20 20:26:26,2021-05-20 20:39:40,,Feminino,33,Acima de 20 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Teatro da Ufes,1,7,1,1,1,1,1,7,7,7,4,7,4,1,5,5,1,5,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,7,1,7,1,7,7,5,4,6,3,5,4,4,5,4,6,4
INT,631,2021-06-20 18:15:18,7,pt-BR,1342883508,yDPHo4h0iP1PoOO,2021-06-20 18:07:44,2021-06-20 18:15:18,Feminino,24,Acima de 3 e até 5 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Cinema,1,7,1,1,1,1,3,1,1,1,4,5,4,4,7,1,4,7,7,7,7,5,1,3,2,4,3,6,4,1,7,3,5,5,5,5,4,6,1,3,3,4,4,6,5,6,4,4,4,4,5,5,6,2
INT,885,2021-06-21 15:21:56,7,pt-BR,1332210795,FYVXcGzjtKxWbKp,2021-06-21 15:10:18,2021-06-21 15:21:56,Feminino,18,Acima de 5 e até 10 salários mínimos,Ensino Médio,Computador/Notebook,Sim,Não,Não,Não,Não,Sim,Sim,cinema,1,7,2,1,1,2,6,4,7,7,6,7,1,1,1,1,3,1,1,1,2,3,7,3,7,1,5,1,3,1,4,1,1,3,4,1,1,1,2,1,6,1,7,7,7,7,7,5,7,4,4,7,7,4
INT,107,2021-04-28 14:32:29,7,pt-BR,421650014,fc4v9GzCA6twaCy,2021-04-28 14:25:20,2021-04-28 14:32:29,Feminino,38,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Sim,Não,Não,Sim,"Pinacoteca, MAM, MASP, MAST, ARS ELetronica,",1,7,3,1,1,3,7,2,5,4,3,5,3,3,4,3,3,4,1,1,1,1,1,2,2,3,1,2,3,1,4,2,3,4,5,4,1,1,1,1,1,6,4,5,6,5,4,6,6,5,5,5,5,4
INT,738,2021-06-21 00:02:26,7,pt-BR,722430859,A437dC6iJE2cpH9,2021-06-20 23:43:56,2021-06-21 00:02:26,Feminino,35,Até 1 salário mínimo,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Fundição Progresso  - Rio de Janeiro/ Teatro Miguel Falabela RJ,1,7,5,1,1,6,7,6,4,4,1,1,1,1,1,7,1,5,1,1,1,1,1,1,3,1,1,2,1,1,5,1,4,1,3,1,1,1,1,4,1,4,4,4,5,5,1,4,4,6,4,4,4,4
EXT,128,2021-05-20 19:04:21,7,pt-BR,318129229,2021-05-20 18:55:01,2021-05-20 19:04:20,,Feminino,42,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Computador/Notebook,Sim,Não,Não,Não,Sim,Não,Sim,iicrio,1,7,7,1,1,1,4,1,1,1,1,7,7,7,4,7,4,7,1,1,1,1,1,1,1,1,4,4,1,1,4,4,4,4,4,1,1,1,1,4,1,4,4,5,7,5,4,4,4,5,5,4,5,4
INT,278,2021-06-19 11:15:13,7,pt-BR,174876815,ojpTKHOS6NNQbNC,2021-06-19 11:06:54,2021-06-19 11:15:13,Feminino,24,Até 1 salário mínimo,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,@tcg.es,1,7,7,1,1,1,5,1,1,1,1,7,7,7,1,7,3,7,1,1,1,1,1,1,7,7,7,7,7,1,1,3,1,1,1,1,1,7,7,7,1,7,7,7,3,5,1,5,5,4,5,1,7,3
INT,572,2021-06-20 15:33:02,7,pt-BR,1618813112,azwrZZAAF75dUNy,2021-06-20 15:09:06,2021-06-20 15:33:02,Feminino,23,Até 1 salário mínimo,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Roda viva,1,7,7,1,1,7,1,7,1,1,1,7,7,7,1,7,7,7,7,1,7,7,7,1,7,7,1,7,7,1,1,1,7,7,1,7,1,1,7,7,1,7,7,5,4,7,7,3,4,5,7,5,5,0
EXT,22,2021-05-13 21:29:34,7,pt-BR,573463211,2021-05-13 21:23:08,2021-05-13 21:29:34,,Feminino,34,Acima de 5 e até 10 salários mínimos,Ensino Superior,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Grupo galpão,1,7,7,1,7,1,7,4,4,4,4,7,7,5,1,7,7,7,4,1,4,5,1,1,7,5,5,7,7,5,5,7,7,7,7,7,5,7,3,7,1,7,7,7,7,7,7,7,6,7,7,7,7,1
INT,858,2021-06-21 12:51:36,7,pt-BR,1442102132,PKwODJejb9UZRAR,2021-06-21 12:42:39,2021-06-21 12:51:36,Masculino,27,Acima de 5 e até 10 salários mínimos,Mestrado/Doutorado,Celular,Sim,Não,Não,Não,Não,Sim,Sim,Museu do Amanhã,2,1,1,1,5,2,1,5,1,1,5,5,5,5,5,5,1,6,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,6,7,5,1,2,1,1,1,4,6,1,6,4
INT,366,2021-06-19 20:13:45,7,pt-BR,2024751700,t1bZzK8efHn0cmw,2021-06-19 20:03:54,2021-06-19 20:13:45,Feminino,37,Até 1 salário mínimo,Ensino Superior,Computador/Notebook,Sim,Sim,Sim,Não,Não,Não,Sim,,2,2,1,1,1,2,3,4,2,1,4,6,5,3,2,4,4,4,2,1,1,2,2,3,1,3,4,2,3,2,4,5,4,2,4,5,1,6,1,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4
